state,county,age_adjusted_rate_per_100_000,state_abbrv
Pennsylvania,Erie,482.1,PA
Washington,Pierce,482.1,WA
Iowa,Sioux,481.9,IA
New Hampshire,Belknap,481.9,NH
Tennessee,Stewart,481.9,TN
Virginia,Orange,481.7,VA
North Carolina,Franklin,481.7,NC
Georgia,Gilmer,481.6,GA
West Virginia,Morgan,481.6,WV
Georgia,Bartow,481.5,GA
New Hampshire,Coos,481.5,NH
Georgia,Thomas,481.4,GA
Tennessee,Warren,481.2,TN
West Virginia,Gilmer,481.1,WV
Iowa,Taylor,481.1,IA
Wisconsin,Price,481.1,WI
Minnesota,Cass,481.0,MN
Illinois,Carroll,481.0,IL
Mississippi,Washington,480.9,MS
Arkansas,Van Buren,480.9,AR
Illinois,St. Clair,480.8,IL
Washington,Snohomish,480.8,WA
Kentucky,Shelby,480.7,KY
Georgia,Lincoln,480.7,GA
West Virginia,Greenbrier,480.6,WV
West Virginia,Wood,480.6,WV
Illinois,Ogle,480.6,IL
Oklahoma,Alfalfa,480.5,OK
Texas,Wood,480.5,TX
North Carolina,Guilford,480.5,NC
Iowa,Washington,480.5,IA
Maryland,Calvert,480.5,MD
Kentucky,Morgan,480.4,KY
Missouri,Jefferson,480.4,MO
Georgia,Monroe,480.4,GA
Washington,Thurston,480.4,WA
Tennessee,Decatur,480.3,TN
Florida,Bay,480.3,FL
Georgia,Union,480.3,GA
Texas,Hopkins,480.2,TX
North Carolina,Stokes,480.2,NC
Ohio,Huron,480.1,OH
Nebraska,Hamilton,480.1,NE
North Carolina,Burke,480.0,NC
Oregon,Clatsop,480.0,OR
Montana,Silver Bow,479.9,MT
Iowa,Sac,479.9,IA
Maryland,Baltimore,479.9,MD
Tennessee,Cannon,479.8,TN
Maryland,Queen Annes,479.8,MD
Georgia,Troup,479.7,GA
Kentucky,Allen,479.6,KY
North Carolina,Carteret,479.6,NC
Florida,Baker,479.6,FL
Georgia,Douglas,479.5,GA
Pennsylvania,Sullivan,479.5,PA
Missouri,Chariton,479.5,MO
Illinois,Kendall,479.4,IL
Georgia,Henry,479.4,GA
Illinois,McHenry,479.4,IL
West Virginia,Hancock,479.3,WV
Tennessee,Blount,479.3,TN
Iowa,O'Brien,479.3,IA
Minnesota,Morrison,479.3,MN
Arkansas,Cleveland,479.3,AR
West Virginia,Wirt,479.2,WV
Virginia,Prince George,479.1,VA
Illinois,Randolph,479.1,IL
Oklahoma,Pottawatomie,479.0,OK
Minnesota,Lyon,478.9,MN
Georgia,Treutlen,478.9,GA
South Dakota,Codington,478.9,SD
Mississippi,Walthall,478.9,MS
North Carolina,Mitchell,478.8,NC
Georgia,Turner,478.8,GA
Nebraska,Saline,478.8,NE
Illinois,Fayette,478.8,IL
Missouri,Buchanan,478.8,MO
Minnesota,Dodge,478.7,MN
Texas,Johnson,478.6,TX
Kentucky,Hancock,478.6,KY
Illinois,Calhoun,478.5,IL
Michigan,Wayne,478.5,MI
Illinois,Livingston,478.4,IL
Kentucky,Fayette,478.4,KY
Tennessee,McMinn,478.3,TN
Oklahoma,Grant,478.1,OK
Illinois,Piatt,478.1,IL
Kentucky,Anderson,478.1,KY
Iowa,Clayton,478.1,IA
Tennessee,Weakley,477.9,TN
Minnesota,Lake of the Woods,477.7,MN
Tennessee,Fentress,477.7,TN
Tennessee,Sullivan,477.6,TN
Georgia,Appling,477.5,GA
Pennsylvania,Mifflin,477.5,PA
North Dakota,Eddy,477.5,ND
New Jersey,Hunterdon,477.4,NJ
South Carolina,Cherokee,477.4,SC
Texas,Swisher,477.4,TX
Missouri,Macon,477.4,MO
Idaho,Payette,477.4,ID
North Dakota,Sheridan,477.4,ND
Arkansas,Crawford,477.3,AR
Minnesota,Wright,477.3,MN
Arkansas,White,477.3,AR
Ohio,Defiance,477.2,OH
Illinois,Hardin,477.2,IL
Missouri,Pike,477.1,MO
Ohio,Lucas,477.1,OH
Missouri,Washington,477.0,MO
Iowa,Louisa,477.0,IA
Iowa,Hardin,476.9,IA
Missouri,Cooper,476.9,MO
Texas,Rains,476.7,TX
Kentucky,Rowan,476.7,KY
Georgia,Dawson,476.6,GA
Mississippi,Jackson,476.6,MS
Tennessee,Lawrence,476.6,TN
Arkansas,Scott,476.5,AR
Massachusetts,Plymouth,476.5,MA
Tennessee,White,476.5,TN
Ohio,Cuyahoga,476.4,OH
Montana,Lewis and Clark,476.4,MT
Georgia,Richmond,476.3,GA
North Carolina,Warren,476.3,NC
North Carolina,Cabarrus,476.3,NC
Missouri,Pulaski,476.2,MO
North Carolina,Northampton,476.2,NC
New Hampshire,Cheshire,476.2,NH
Mississippi,Hancock,476.1,MS
Arkansas,Lonoke,476.1,AR
Missouri,Harrison,476.0,MO
Texas,Dawson,476.0,TX
Pennsylvania,Somerset,476.0,PA
South Dakota,Brown,475.8,SD
Washington,Whatcom,475.8,WA
South Dakota,Day,475.7,SD
Ohio,Hocking,475.7,OH
Georgia,Houston,475.7,GA
Ohio,Clermont,475.7,OH
Michigan,Crawford,475.7,MI
Pennsylvania,Berks,475.7,PA
New York,Allegany,475.6,NY
Iowa,Dubuque,475.6,IA
New Hampshire,Rockingham,475.6,NH
Colorado,Kiowa,475.6,CO
Montana,Glacier,475.5,MT
Texas,Matagorda,475.4,TX
Iowa,Johnson,475.4,IA
Pennsylvania,Cambria,475.3,PA
Minnesota,Rice,475.3,MN
Georgia,Muscogee,475.2,GA
Connecticut,New London,475.2,CT
Wisconsin,Oconto,475.0,WI
Florida,Gadsden,475.0,FL
Georgia,Toombs,475.0,GA
Utah,Duchesne,475.0,UT
Alabama,Lawrence,474.9,AL
Georgia,Clinch,474.9,GA
North Carolina,Cumberland,474.8,NC
Montana,McCone,474.8,MT
Texas,Burleson,474.8,TX
Oklahoma,Craig,474.7,OK
Tennessee,Jefferson,474.7,TN
Ohio,Ashland,474.7,OH
Arkansas,Cross,474.7,AR
North Dakota,Ramsey,474.6,ND
North Carolina,Alexander,474.6,NC
Alabama,Elmore,474.6,AL
Pennsylvania,Bradford,474.6,PA
Tennessee,Gibson,474.6,TN
Virginia,Prince Edward,474.5,VA
New Jersey,Mercer,474.5,NJ
Tennessee,Meigs,474.5,TN
Missouri,Livingston,474.5,MO
North Carolina,Madison,474.4,NC
Pennsylvania,Beaver,474.4,PA
Pennsylvania,Juniata,474.4,PA
Minnesota,Winona,474.4,MN
Texas,San Jacinto,474.4,TX
Maryland,Kent,474.4,MD
Texas,Hood,474.3,TX
New York,Hamilton,474.2,NY
Missouri,Pettis,474.2,MO
Washington,Jefferson,474.1,WA
West Virginia,Preston,474.1,WV
Oklahoma,Harper,474.1,OK
Pennsylvania,Venango,474.0,PA
Georgia,Putnam,473.9,GA
Kentucky,Simpson,473.8,KY
Minnesota,Nobles,473.8,MN
Missouri,Cape Girardeau,473.8,MO
Texas,Uvalde,473.7,TX
Texas,Red River,473.7,TX
Wisconsin,Brown,473.7,WI
Michigan,Alcona,473.7,MI
Connecticut,Middlesex,473.7,CT
Texas,Sabine,473.5,TX
Iowa,Jasper,473.5,IA
Ohio,Miami,473.5,OH
Mississippi,Sunflower,473.4,MS
Minnesota,Ramsey,473.3,MN
Georgia,Liberty,473.1,GA
Missouri,Gentry,473.1,MO
Oklahoma,Garvin,473.0,OK
Tennessee,Cocke,473.0,TN
Georgia,Rabun,473.0,GA
Maryland,Talbot,472.8,MD
Florida,Bradford,472.8,FL
Georgia,Ware,472.8,GA
Connecticut,New Haven,472.8,CT
Pennsylvania,Armstrong,472.8,PA
Maryland,St. Marys,472.6,MD
Tennessee,Union,472.6,TN
Illinois,Lee,472.6,IL
Washington,Island,472.6,WA
Mississippi,Attala,472.6,MS
Florida,Taylor,472.5,FL
North Carolina,Greene,472.5,NC
Texas,Liberty,472.4,TX
Mississippi,Clay,472.4,MS
Wisconsin,Manitowoc,472.2,WI
Georgia,Lowndes,472.2,GA
Connecticut,Windham,472.2,CT
Florida,Hardee,472.0,FL
Illinois,Henry,472.0,IL
Georgia,Peach,472.0,GA
Missouri,Andrew,471.9,MO
South Carolina,Union,471.9,SC
Nebraska,Otoe,471.8,NE
Arkansas,Grant,471.8,AR
Virginia,Rappahannock,471.8,VA
Maine,Sagadahoc,471.7,ME
Michigan,Oakland,471.7,MI
Florida,Sumter,471.6,FL
Tennessee,Crockett,471.6,TN
Illinois,Saline,471.5,IL
Wisconsin,Monroe,471.5,WI
Virginia,King George,471.5,VA
Illinois,Knox,471.5,IL
Idaho,Butte,471.5,ID
Pennsylvania,Union,471.4,PA
Florida,Okeechobee,471.4,FL
Mississippi,Wilkinson,471.4,MS
Iowa,Delaware,471.3,IA
New York,Orange,471.3,NY
Kentucky,Edmonson,471.2,KY
Ohio,Sandusky,471.1,OH
Tennessee,Coffee,471.1,TN
West Virginia,Pocahontas,471.0,WV
Utah,Kane,471.0,UT
Ohio,Fairfield,471.0,OH
Michigan,Roscommon,471.0,MI
Ohio,Hamilton,470.8,OH
Missouri,Dallas,470.8,MO
North Carolina,Chatham,470.8,NC
Minnesota,Pope,470.7,MN
Arkansas,Conway,470.6,AR
Missouri,Mercer,470.6,MO
Minnesota,Rock,470.6,MN
Michigan,Saginaw,470.6,MI
Maine,Kennebec,470.5,ME
Nebraska,Richardson,470.5,NE
Illinois,Will,470.5,IL
Texas,Clay,470.3,TX
Tennessee,Claiborne,470.3,TN
Michigan,Alpena,470.2,MI
Minnesota,Stearns,470.2,MN
Montana,Lake,470.2,MT
Minnesota,Scott,470.2,MN
Iowa,Clarke,470.1,IA
Georgia,Bibb,470.0,GA
North Dakota,Pembina,469.9,ND
Wisconsin,Jackson,469.9,WI
Wisconsin,Clark,469.9,WI
Nebraska,Merrick,469.8,NE
Florida,St. Lucie,469.7,FL
Mississippi,Marshall,469.6,MS
Minnesota,Kanabec,469.6,MN
Vermont,Rutland,469.6,VT
South Carolina,Georgetown,469.5,SC
South Dakota,McPherson,469.5,SD
Florida,Suwannee,469.5,FL
Texas,Potter,469.3,TX
North Carolina,Forsyth,469.3,NC
Texas,Smith,469.3,TX
Georgia,Wilkes,469.3,GA
Ohio,Columbiana,469.3,OH
Georgia,Floyd,469.3,GA
Illinois,Johnson,469.3,IL
Texas,Trinity,469.2,TX
Mississippi,Sharkey,469.1,MS
Michigan,Clare,469.0,MI
New Jersey,Morris,469.0,NJ
Missouri,Miller,468.9,MO
Georgia,Emanuel,468.9,GA
Tennessee,Dyer,468.9,TN
Connecticut,Hartford,468.8,CT
Ohio,Carroll,468.8,OH
Oklahoma,McClain,468.8,OK
Oklahoma,Stephens,468.7,OK
New York,Delaware,468.7,NY
Texas,Leon,468.7,TX
West Virginia,Berkeley,468.7,WV
Iowa,Wayne,468.7,IA
Oklahoma,Roger Mills,468.6,OK
Texas,Bosque,468.6,TX
Georgia,Coweta,468.6,GA
South Carolina,Greenwood,468.6,SC
Florida,Charlotte,468.5,FL
Michigan,Jackson,468.4,MI
Mississippi,Stone,468.4,MS
Georgia,Burke,468.3,GA
Tennessee,Wayne,468.3,TN
Washington,Okanogan,468.3,WA
Texas,Lynn,468.2,TX
Texas,Young,468.2,TX
Ohio,Wood,468.1,OH
Montana,Lincoln,468.1,MT
Tennessee,Sumner,468.1,TN
Minnesota,Meeker,468.1,MN
Washington,Douglas,468.1,WA
Virginia,Wythe,468.0,VA
Connecticut,Tolland,468.0,CT
Illinois,Putnam,467.9,IL
Michigan,St. Clair,467.9,MI
Georgia,Whitfield,467.9,GA
Wisconsin,Vernon,467.8,WI
West Virginia,Mineral,467.8,WV
Iowa,Warren,467.8,IA
Georgia,McIntosh,467.7,GA
Kentucky,Caldwell,467.7,KY
Texas,Borden,467.6,TX
Missouri,Perry,467.5,MO
Georgia,Chattooga,467.5,GA
Georgia,Berrien,467.5,GA
South Dakota,Davison,467.5,SD
Arkansas,Crittenden,467.4,AR
Oklahoma,Lincoln,467.4,OK
Alabama,Morgan,467.3,AL
South Carolina,Greenville,467.3,SC
Pennsylvania,Warren,467.2,PA
Ohio,Ashtabula,467.1,OH
Tennessee,Robertson,467.1,TN
Wyoming,Park,467.0,WY
North Carolina,Cherokee,467.0,NC
Ohio,Warren,466.9,OH
Iowa,Henry,466.9,IA
Utah,Summit,466.8,UT
Florida,Seminole,466.8,FL
Missouri,Ste. Genevieve,466.8,MO
Ohio,Erie,466.7,OH
North Carolina,Henderson,466.7,NC
Georgia,Johnson,466.4,GA
Alabama,Greene,466.4,AL
North Dakota,Nelson,466.4,ND
Alabama,Clay,466.4,AL
Oklahoma,Payne,466.4,OK
Nebraska,Adams,466.4,NE
Illinois,De Witt,466.2,IL
Nebraska,Gage,466.1,NE
Maine,Aroostook,466.1,ME
Minnesota,Nicollet,466.1,MN
Oklahoma,Haskell,466.0,OK
Pennsylvania,Snyder,466.0,PA
Nebraska,Washington,466.0,NE
Missouri,Shelby,466.0,MO
Ohio,Geauga,466.0,OH
Oklahoma,Woods,465.9,OK
Virginia,Caroline,465.8,VA
Illinois,Lawrence,465.8,IL
New York,St. Lawrence,465.8,NY
Texas,Orange,465.8,TX
Georgia,Coffee,465.7,GA
Tennessee,Loudon,465.7,TN
Texas,Waller,465.6,TX
Idaho,Caribou,465.5,ID
Iowa,Winneshiek,465.4,IA
Wisconsin,Fond du Lac,465.3,WI
Tennessee,Cumberland,465.3,TN
Tennessee,Anderson,465.3,TN
Washington,Chelan,465.3,WA
Texas,Nolan,465.3,TX
Iowa,Osceola,465.3,IA
Missouri,Warren,465.3,MO
Oklahoma,Blaine,465.1,OK
North Dakota,Richland,465.1,ND
Tennessee,Scott,465.0,TN
Georgia,Cobb,465.0,GA
Georgia,Colquitt,464.9,GA
Pennsylvania,Bucks,464.9,PA
New Jersey,Bergen,464.9,NJ
Alabama,Conecuh,464.9,AL
Georgia,Bacon,464.9,GA
Wisconsin,Washburn,464.8,WI
Arkansas,Baxter,464.7,AR
Pennsylvania,Allegheny,464.7,PA
Oregon,Columbia,464.7,OR
Missouri,Morgan,464.7,MO
Texas,Tyler,464.7,TX
North Carolina,Polk,464.6,NC
Texas,Reagan,464.5,TX
Tennessee,Clay,464.5,TN
Georgia,Fulton,464.5,GA
South Dakota,Hand,464.5,SD
Pennsylvania,York,464.4,PA
Ohio,Union,464.4,OH
Arkansas,Union,464.3,AR
Virginia,King and Queen,464.1,VA
Illinois,Hancock,464.1,IL
Alabama,Pike,464.1,AL
Texas,Zavala,463.9,TX
California,Santa Cruz,463.9,CA
Iowa,Fayette,463.8,IA
Missouri,Gasconade,463.8,MO
Mississippi,Jasper,463.8,MS
Idaho,Canyon,463.7,ID
North Carolina,Beaufort,463.7,NC
Mississippi,Prentiss,463.6,MS
Arkansas,Jackson,463.6,AR
North Dakota,Burleigh,463.6,ND
Texas,Haskell,463.5,TX
Texas,Kaufman,463.5,TX
Kentucky,Warren,463.5,KY
Virginia,Southampton,463.5,VA
Montana,Valley,463.4,MT
Nebraska,Platte,463.3,NE
Texas,Van Zandt,463.3,TX
West Virginia,Monroe,463.3,WV
Texas,Hutchinson,463.2,TX
West Virginia,Monongalia,463.1,WV
Texas,Milam,463.1,TX
Arkansas,Garland,463.0,AR
Connecticut,Litchfield,462.9,CT
Georgia,Clayton,462.8,GA
Missouri,Shannon,462.8,MO
Georgia,Macon,462.8,GA
Georgia,Hart,462.8,GA
Texas,Newton,462.8,TX
North Carolina,Lee,462.7,NC
Ohio,Butler,462.7,OH
Texas,Gillespie,462.5,TX
North Carolina,Mecklenburg,462.4,NC
Texas,Hardin,462.4,TX
Nebraska,Dixon,462.4,NE
Tennessee,Hamblen,462.3,TN
Oklahoma,Tulsa,462.2,OK
Mississippi,Webster,462.2,MS
Oregon,Crook,462.1,OR
Illinois,Wabash,462.0,IL
New York,Dutchess,462.0,NY
South Dakota,Miner,462.0,SD
Nevada,Lyon,462.0,NV
Texas,Grayson,461.9,TX
Ohio,Summit,461.9,OH
Maine,Oxford,461.8,ME
Tennessee,Lauderdale,461.7,TN
Pennsylvania,Lawrence,461.6,PA
Oklahoma,Pittsburg,461.6,OK
Virginia,Craig,461.6,VA
Oklahoma,Pushmataha,461.5,OK
California,Shasta,461.4,CA
Montana,Hill,461.3,MT
Illinois,Cass,461.3,IL
Florida,Martin,461.3,FL
Alabama,Washington,461.3,AL
Alabama,Talladega,461.2,AL
South Carolina,Chester,461.2,SC
Tennessee,Henderson,461.2,TN
Nebraska,York,461.2,NE
Nebraska,Madison,461.1,NE
Delaware,Sussex,461.1,DE
Alabama,Butler,460.9,AL
Arkansas,Dallas,460.8,AR
Tennessee,Roane,460.7,TN
North Dakota,Ward,460.7,ND
North Carolina,Bertie,460.7,NC
Nebraska,Harlan,460.6,NE
Tennessee,Hamilton,460.6,TN
Mississippi,Lowndes,460.5,MS
Illinois,Union,460.5,IL
Virginia,Culpeper,460.3,VA
Wisconsin,Winnebago,460.3,WI
Illinois,Whiteside,460.1,IL
Michigan,Midland,460.1,MI
Missouri,Henry,460.1,MO
Virginia,Spotsylvania,460.0,VA
Michigan,Benzie,460.0,MI
Iowa,Guthrie,460.0,IA
Missouri,Reynolds,459.9,MO
Tennessee,Grainger,459.9,TN
Minnesota,Steele,459.9,MN
Pennsylvania,Crawford,459.8,PA
North Carolina,Yadkin,459.8,NC
New York,Rockland,459.8,NY
North Carolina,Bladen,459.7,NC
Missouri,Callaway,459.6,MO
Oregon,Josephine,459.6,OR
Texas,Tom Green,459.6,TX
Minnesota,Waseca,459.5,MN
Iowa,Hancock,459.5,IA
Alabama,Autauga,459.5,AL
Nebraska,Nuckolls,459.5,NE
Missouri,Ozark,459.4,MO
Iowa,Van Buren,459.2,IA
Pennsylvania,Mercer,459.2,PA
North Carolina,Orange,459.2,NC
Texas,Limestone,459.1,TX
Mississippi,Tate,459.0,MS
Arkansas,Boone,458.9,AR
Texas,Somervell,458.9,TX
Connecticut,Fairfield,458.9,CT
Mississippi,Copiah,458.9,MS
Georgia,Glynn,458.9,GA
Oklahoma,Comanche,458.8,OK
Missouri,Lafayette,458.8,MO
Illinois,Lake,458.8,IL
Ohio,Tuscarawas,458.8,OH
Illinois,Coles,458.8,IL
New Hampshire,Carroll,458.7,NH
Minnesota,Hennepin,458.7,MN
Kentucky,Ballard,458.7,KY
Mississippi,Jones,458.7,MS
Texas,Harrison,458.7,TX
Georgia,Screven,458.6,GA
South Carolina,Pickens,458.6,SC
Wisconsin,Iron,458.6,WI
Iowa,Davis,458.6,IA
Massachusetts,Berkshire,458.4,MA
Missouri,St. Louis,458.4,MO
Missouri,Audrain,458.4,MO
North Carolina,Durham,458.3,NC
Mississippi,Lamar,458.3,MS
Idaho,Bonner,458.2,ID
Montana,Custer,458.2,MT
Illinois,Champaign,458.1,IL
Arkansas,Saline,458.1,AR
Ohio,Greene,458.0,OH
Oklahoma,Kingfisher,458.0,OK
Missouri,Linn,457.9,MO
Ohio,Crawford,457.9,OH
Texas,Schleicher,457.8,TX
Idaho,Kootenai,457.8,ID
Arkansas,Phillips,457.7,AR
Illinois,Monroe,457.6,IL
North Dakota,Grand Forks,457.6,ND
North Carolina,Wake,457.5,NC
Tennessee,Bedford,457.5,TN
Minnesota,Mower,457.5,MN
Minnesota,Blue Earth,457.4,MN
Missouri,Howell,457.4,MO
Maryland,Anne Arundel,457.4,MD
Oregon,Multnomah,457.4,OR
North Carolina,Buncombe,457.3,NC
Oklahoma,Noble,457.2,OK
Tennessee,DeKalb,457.2,TN
Massachusetts,Worcester,457.1,MA
Arkansas,Lafayette,457.1,AR
Illinois,Winnebago,457.1,IL
Missouri,Phelps,457.1,MO
Michigan,Grand Traverse,457.1,MI
Georgia,Washington,457.1,GA
South Dakota,Hyde,457.1,SD
Wisconsin,Sheboygan,457.0,WI
Vermont,Orleans,457.0,VT
Tennessee,Obion,456.9,TN
Iowa,Shelby,456.9,IA
Texas,Angelina,456.9,TX
Illinois,Massac,456.8,IL
Texas,Ector,456.8,TX
West Virginia,Mercer,456.8,WV
Montana,Big Horn,456.7,MT
Utah,Daggett,456.7,UT
Texas,Victoria,456.7,TX
Tennessee,Fayette,456.6,TN
Texas,Coleman,456.5,TX
Oklahoma,Rogers,456.4,OK
South Dakota,Lake,456.4,SD
North Carolina,Wilson,456.4,NC
Texas,Kimble,456.4,TX
Texas,Rusk,456.4,TX
Pennsylvania,Elk,456.4,PA
Pennsylvania,Bedford,456.3,PA
New Hampshire,Hillsborough,456.3,NH
New York,Westchester,456.3,NY
Arkansas,Bradley,456.2,AR
Minnesota,Murray,456.1,MN
Missouri,Dent,456.1,MO
Iowa,Lucas,456.1,IA
Ohio,Franklin,455.9,OH
Wisconsin,Ashland,455.8,WI
Ohio,Portage,455.8,OH
Nebraska,Saunders,455.8,NE
California,San Luis Obispo,455.6,CA
Montana,Teton,455.6,MT
North Carolina,Pitt,455.6,NC
Iowa,Crawford,455.5,IA
Missouri,Barton,455.3,MO
West Virginia,Brooke,455.3,WV
Texas,Gonzales,455.3,TX
South Dakota,Lincoln,455.0,SD
New York,Ulster,454.8,NY
South Carolina,Oconee,454.8,SC
Arkansas,Sebastian,454.7,AR
Iowa,Carroll,454.7,IA
Virginia,Charlotte,454.6,VA
Missouri,Grundy,454.6,MO
Maryland,Washington,454.6,MD
Texas,McLennan,454.5,TX
Ohio,Stark,454.5,OH
Texas,Galveston,454.5,TX
Iowa,Winnebago,454.4,IA
Texas,Hunt,454.4,TX
Oklahoma,Washington,454.3,OK
Alabama,Sumter,454.3,AL
Massachusetts,Norfolk,454.3,MA
Illinois,Richland,454.3,IL
Michigan,Arenac,454.2,MI
Virginia,Henrico,454.2,VA
Nebraska,Custer,454.2,NE
Mississippi,Newton,454.1,MS
North Carolina,Montgomery,454.1,NC
Nebraska,Polk,454.0,NE
Florida,DeSoto,454.0,FL
Georgia,Evans,453.9,GA
Alabama,Hale,453.9,AL
South Carolina,York,453.9,SC
Missouri,Wright,453.9,MO
Massachusetts,Bristol,453.8,MA
Florida,Manatee,453.8,FL
Alabama,Etowah,453.8,AL
Wisconsin,Trempealeau,453.8,WI
Pennsylvania,Potter,453.7,PA
West Virginia,Jefferson,453.7,WV
Virginia,Isle of Wight,453.7,VA
Pennsylvania,Fayette,453.7,PA
Arkansas,St. Francis,453.7,AR
Vermont,Caledonia,453.6,VT
Michigan,Gratiot,453.6,MI
North Dakota,Hettinger,453.5,ND
Mississippi,Tippah,453.4,MS
Kentucky,Henderson,453.4,KY
Illinois,Gallatin,453.4,IL
Texas,Grimes,453.3,TX
Illinois,McDonough,453.3,IL
Tennessee,Knox,453.2,TN
Wisconsin,Douglas,453.1,WI
Oklahoma,Pontotoc,453.1,OK
Iowa,Story,453.1,IA
Virginia,Gloucester,453.1,VA
Idaho,Ada,453.1,ID
Iowa,Jefferson,453.0,IA
Missouri,Moniteau,453.0,MO
Ohio,Delaware,452.9,OH
Pennsylvania,Susquehanna,452.9,PA
Minnesota,McLeod,452.8,MN
Mississippi,Carroll,452.7,MS
Texas,Taylor,452.7,TX
Virginia,Augusta,452.7,VA
Texas,Briscoe,452.7,TX
Iowa,Poweshiek,452.7,IA
Nebraska,Howard,452.7,NE
Ohio,Allen,452.6,OH
Maine,Androscoggin,452.6,ME
Idaho,Clearwater,452.5,ID
South Carolina,Orangeburg,452.5,SC
Nebraska,Buffalo,452.4,NE
Mississippi,Noxubee,452.4,MS
Wisconsin,Jefferson,452.3,WI
California,Santa Barbara,452.3,CA
Oklahoma,McIntosh,452.3,OK
Tennessee,Wilson,452.2,TN
Minnesota,Houston,452.2,MN
South Dakota,Stanley,452.2,SD
Maine,Franklin,452.2,ME
Alabama,Lamar,452.1,AL
Kentucky,Todd,452.1,KY
Kentucky,Menifee,452.1,KY
Arkansas,Faulkner,452.1,AR
Michigan,Oscoda,452.0,MI
Delaware,New Castle,451.9,DE
North Carolina,Catawba,451.9,NC
Missouri,Saline,451.8,MO
Pennsylvania,Jefferson,451.8,PA
Tennessee,Franklin,451.7,TN
Missouri,St. Charles,451.6,MO
Georgia,Harris,451.6,GA
Georgia,Pulaski,451.5,GA
Texas,Yoakum,451.5,TX
South Carolina,Marion,451.4,SC
Virginia,Botetourt,451.4,VA
Iowa,Adams,451.4,IA
Michigan,Sanilac,451.4,MI
Florida,Leon,451.3,FL
Virginia,Franklin,451.3,VA
Mississippi,Bolivar,451.2,MS
Utah,Beaver,451.2,UT
Florida,Osceola,451.1,FL
Texas,Ellis,451.1,TX
Missouri,Benton,450.9,MO
Wisconsin,Waupaca,450.7,WI
Virginia,King William,450.7,VA
South Dakota,Potter,450.6,SD
Texas,Hardeman,450.4,TX
New Jersey,Somerset,450.3,NJ
South Carolina,Dorchester,450.3,SC
South Carolina,Clarendon,450.3,SC
Idaho,Bonneville,450.1,ID
Tennessee,Rutherford,450.0,TN
Arkansas,Calhoun,449.9,AR
Mississippi,Scott,449.8,MS
Tennessee,Bledsoe,449.8,TN
Texas,Freestone,449.7,TX
Illinois,Crawford,449.5,IL
Tennessee,Montgomery,449.5,TN
Georgia,Fayette,449.4,GA
Utah,Carbon,449.4,UT
Wyoming,Laramie,449.4,WY
Georgia,Upson,449.3,GA
Georgia,Glascock,449.2,GA
Texas,Coryell,449.2,TX
Wisconsin,Grant,449.1,WI
Tennessee,Washington,449.1,TN
Oklahoma,Seminole,449.1,OK
Arkansas,Independence,449.0,AR
Tennessee,Putnam,449.0,TN
Pennsylvania,Dauphin,449.0,PA
Vermont,Chittenden,448.8,VT
Arkansas,Pope,448.8,AR
Pennsylvania,Philadelphia,448.7,PA
Florida,Lafayette,448.7,FL
Georgia,Gwinnett,448.7,GA
California,Tehama,448.6,CA
Kentucky,Webster,448.6,KY
Mississippi,Alcorn,448.5,MS
Minnesota,Freeborn,448.5,MN
Michigan,Lapeer,448.5,MI
Missouri,Boone,448.5,MO
Michigan,Wexford,448.4,MI
Texas,Hamilton,448.4,TX
Virginia,Middlesex,448.3,VA
Nebraska,Cuming,448.3,NE
Tennessee,McNairy,448.3,TN
Tennessee,Polk,448.3,TN
South Carolina,Laurens,448.2,SC
Rhode Island,Bristol,448.2,RI
Wisconsin,Door,448.2,WI
Texas,Titus,448.2,TX
South Carolina,Spartanburg,448.2,SC
South Carolina,Florence,448.1,SC
New Jersey,Union,448.0,NJ
Vermont,Washington,448.0,VT
Illinois,DuPage,447.9,IL
Wisconsin,Shawano,447.8,WI
Virginia,Louisa,447.8,VA
Virginia,Fluvanna,447.8,VA
Kentucky,Hickman,447.7,KY
Alabama,Montgomery,447.7,AL
Texas,Wheeler,447.6,TX
Oklahoma,Washita,447.6,OK
Wisconsin,Barron,447.6,WI
Idaho,Gem,447.5,ID
North Dakota,Renville,447.5,ND
Georgia,Rockdale,447.5,GA
Georgia,Early,447.5,GA
Massachusetts,Barnstable,447.4,MA
New Hampshire,Grafton,447.3,NH
California,Yuba,447.3,CA
Wisconsin,La Crosse,447.3,WI
Arkansas,Fulton,447.2,AR
Wisconsin,Columbia,447.2,WI
Texas,Lavaca,447.2,TX
Florida,Alachua,447.1,FL
Texas,Kerr,447.1,TX
New Jersey,Passaic,447.1,NJ
Wisconsin,Marathon,447.0,WI
Florida,Liberty,447.0,FL
North Dakota,Barnes,446.9,ND
Utah,Juab,446.8,UT
Alabama,Marengo,446.8,AL
Tennessee,Sequatchie,446.8,TN
New York,Tompkins,446.7,NY
Mississippi,DeSoto,446.6,MS
Oklahoma,Grady,446.6,OK
Wisconsin,Rusk,446.6,WI
Virginia,Amherst,446.5,VA
Michigan,Eaton,446.5,MI
Georgia,Hancock,446.4,GA
West Virginia,McDowell,446.4,WV
Michigan,Leelanau,446.3,MI
Oklahoma,Adair,446.3,OK
Montana,Carter,446.3,MT
Virginia,Floyd,446.1,VA
South Carolina,McCormick,446.1,SC
Illinois,Edgar,446.1,IL
Pennsylvania,Pike,446.0,PA
Arkansas,Lee,446.0,AR
